,Sensor_022,Sensor_029,Sensor_041,Sensor_060,Sensor_104,Sensor_117,Sensor_122,Sensor_123,Sensor_125,Sensor_128,Sensor_130,Sensor_131,Sensor_133,Sensor_161,Sensor_164,Sensor_165,Sensor_211,Sensor_268,Sensor_269,Sensor_296,Sensor_299,Sensor_317,Sensor_349,Sensor_406,Sensor_407,Sensor_431,Sensor_432,Sensor_435,Sensor_436,Sensor_437,Sensor_511,Sensor_540,Sensor_541,Sensor_543,Sensor_587,Sensor_588,Sensor_589,Sensor_590
Sensor_131,0.018967146110323643,-0.052990977720237815,0.008161607130226645,0.02521710716165862,0.06849443798835918,0.12402884733062143,0.2559560084387089,-0.8321057284214868,0.1492419270023122,-0.7872610545051882,0.2509093141847773,1.0,0.4616182131283428,0.04422867049789797,0.015284042189548805,0.040137165339053184,-0.009853905015695006,0.2572089829992448,0.07990211616675764,0.04593644455679864,0.020977749564285275,-0.016457655815217975,-0.0026205486485787626,0.24931828038255616,0.06097227087244387,0.025546785035934657,0.04079622615838863,0.029293592372487878,0.03599394841508746,0.032987249616914745,0.06024850025144734,0.23340142237306782,0.07643638702594119,-0.1193877329478926,0.09528701728739203,-0.020178036557420044,-0.02525813520613448,-0.08844099931908186
Sensor_133,-0.0525228016995041,-0.1559381461245979,-0.029257866785122075,0.14805743482564668,0.16837623194382925,0.08822773562765186,-0.13775961897964478,-0.47535642976838643,-0.18211328331250762,-0.3957626793891859,0.12972776054846183,0.4616182131283428,1.0,0.09302230896739695,0.026042055974401464,0.05226502819663773,0.04243085455206699,0.40904074838553695,-0.2916208048222775,0.09219135136930129,0.03383073080111376,-0.13753039150912902,0.029897588398903198,0.42305869042641614,-0.3034166723550247,0.05969532834624825,0.07930077648618399,0.053877535948620825,0.05571465426382274,0.05549083187705908,0.1220067129734022,0.3582779193071054,-0.2917489098690676,-0.20945016252627316,0.02635432903643329,-0.0456697261012998,-0.04364250944078983,-0.03423244012969974
Sensor_161,0.3481677112729775,-0.22110501928366846,-0.11665935266270194,0.09651500752525193,0.16269846686166348,-0.009096978276524273,0.03153332131459075,-0.047011187561503326,0.07016895205441893,-0.04859879694949797,0.12110320340897895,0.04422867049789797,0.09302230896739695,1.0,0.6310667449462037,0.6421155901101206,0.04948637334281146,-0.08170883654740643,0.031117317664066932,0.9964805927137066,0.641061653190839,-0.1450930222306054,0.061007372416196234,-0.0796460828878146,0.031464829667952006,0.5738218980719734,0.8116947769911844,0.5843763515457845,0.5725575717835688,0.5768458115587193,0.13929678530437814,-0.08748099956020867,0.03114369764170539,-0.15417808403186845,-0.019190028843589436,0.023614199390609148,0.010756343102643357,0.012284906378693504
Sensor_164,0.601908653578771,-0.1530313797113706,-0.05772711281612293,0.08714520645631943,0.13515771208971053,-0.03245363176265348,-0.0030414612553432215,-0.03515670210298203,0.00540613362337414,-0.039261955044811635,0.020891211868051544,0.015284042189548805,0.026042055974401464,0.6310667449462037,1.0,0.9248189090542938,0.037092170027590854,-0.06096929678955348,0.03870769291435996,0.6551687919481649,0.9933925754046593,-0.1196447388204518,0.04243522733047095,-0.060116132485068446,0.029368298798787797,0.8267752027221392,0.8113259637339407,0.8763667418729185,0.8446359501315902,0.8397081848838168,0.13194017592064214,-0.06326527686212202,0.038480052219039336,-0.048124061521284026,0.004138262275141902,0.0420808812005357,0.034683314227450586,0.020622801823599875
Sensor_165,0.6146973892820998,-0.19508084543445442,-0.08259658910123989,0.09302716595257367,0.1561852741522023,-0.03743939745201361,-0.011007067280958297,-0.07291353208416904,-0.001368509579713587,-0.07397436344649101,0.05389367029641234,0.040137165339053184,0.05226502819663773,0.6421155901101206,0.9248189090542938,1.0,0.05282120681337499,-0.06807341572975435,0.04068041066952883,0.6711074685041012,0.9444450707700278,-0.13430487808872313,0.05637887852054753,-0.06546006877095932,0.033685315940154927,0.8782063013510318,0.8479307474303032,0.8986077271665285,0.907125390422911,0.9009819877938914,0.1492832506953324,-0.07138853781784829,0.04069570420609136,-0.06938525764849453,-0.00196864076665448,0.06642624246260352,0.056025121449891815,0.030257901126868166
Sensor_211,-0.002786388649762074,-0.108085549683685,-0.01642240311789058,0.1382954670209309,0.12876213976934783,0.014391998983426588,0.05763121327848366,-0.032150816421745956,0.07396115552090249,-0.03522159004815855,0.08435391693626391,-0.009853905015695006,0.04243085455206699,0.04948637334281146,0.037092170027590854,0.05282120681337499,1.0,-0.014662909278898226,-0.07947869340439834,0.04866065035053698,0.04086730015927982,-0.03076669563181612,0.9497514048974223,-0.005127828185193934,-0.0692872716260819,0.03113815966650954,0.04934612827732823,0.04700240072844974,0.047099463982449935,0.04654151332508619,0.06778814775776011,-0.017982319044984776,-0.08117567021445396,-0.07469148147027957,-0.025721186040290164,-0.008116387867489241,0.003491488551319367,0.013117939630035526
Sensor_268,0.03541174187189309,0.21270576384979603,0.04472741077676464,-0.06926521037516936,-0.08077562715187647,0.04644629768620305,-0.3679472780490867,-0.2428229731999413,-0.48411384253015377,-0.13216727794746524,-0.040325892188971244,0.2572089829992448,0.40904074838553695,-0.08170883654740643,-0.06096929678955348,-0.06807341572975435,-0.014662909278898226,1.0,-0.5576211419397423,-0.07730417849840378,-0.05898171672226609,0.07990503394669213,-0.026704942609484448,0.9898764079721963,-0.60549897613837,-0.041824249048175846,-0.06866774209599766,-0.05976438799536871,-0.053249529801993295,-0.0588094756560937,-0.0705464058921568,0.9982439246538906,-0.5566954534336138,0.17763331958418097,0.04080580184458943,-0.04360429134575992,-0.0278526281784044,-0.0006902320693552976
Sensor_269,-0.006785968178887931,-0.04741181846204936,-0.012568320146638834,-0.0375890606400896,-0.06977494122549709,0.021829663410246523,0.39331899873283754,-0.09163360051225641,0.4293923369709641,-0.16762626140645476,0.14652321623914003,0.07990211616675764,-0.2916208048222775,0.031117317664066932,0.03870769291435996,0.04068041066952883,-0.07947869340439834,-0.5576211419397423,1.0,0.02820312334388176,0.03316262979159299,0.017581619608106214,-0.06718615378625946,-0.5652913261682827,0.9684923354080867,0.03049145897514012,0.03291569641856782,0.033644188252762657,0.03157595297292074,0.03252347597867885,-0.022973298462980567,-0.553163472462478,0.9998372216098842,-0.09969262991930826,0.00897421429378568,0.03891852354168184,0.023218239906057942,-0.03240897235572171
Sensor_296,0.3831110942567821,-0.22203342478438703,-0.12286568267481332,0.09637691212529224,0.16369791526831623,-0.011159136103576666,0.02854065278187834,-0.049898112681900225,0.06364661937025412,-0.050358750119496115,0.11678023314980382,0.04593644455679864,0.09219135136930129,0.9964805927137066,0.6551687919481649,0.6711074685041012,0.04866065035053698,-0.07730417849840378,0.02820312334388176,1.0,0.6696911987816834,-0.14628622253064552,0.05966811858566917,-0.07558476516741126,0.02753512561955714,0.6018426143363398,0.8280250438723782,0.6124306805151467,0.6021224754603902,0.6063968932711125,0.14204712070316067,-0.08296609458913798,0.02819801916148477,-0.1458670231585798,-0.019336913477534634,0.0314741820007783,0.018485718392041082,0.015125204330948551
Sensor_299,0.621460017920894,-0.1654489448639774,-0.06792471388342611,0.0901448831450881,0.14523968179881008,-0.033507544031630296,-0.00300825323882239,-0.04398978651189998,0.004308126034802108,-0.04672031504811073,0.026911908053350506,0.020977749564285275,0.03383073080111376,0.641061653190839,0.9933925754046593,0.9444450707700278,0.04086730015927982,-0.05898171672226609,0.03316262979159299,0.6696911987816834,1.0,-0.1257843985212983,0.04561319468849341,-0.05843537953484181,0.02427472903132975,0.8421708514150246,0.8253782503703766,0.8857308272845119,0.8604622096831425,0.8570158438561978,0.14093310265790998,-0.0615884870451536,0.03291597474963175,-0.05379480762350386,4.838024010583873e-05,0.049973680619294636,0.04154070700797744,0.023300020446450662
Sensor_317,-0.01974357436975569,0.22102654917925393,0.07158193979942991,-0.18971709143557974,-0.21285087835906008,0.08174424693915498,-0.05388613049824335,-0.016550187720630962,-0.06678713062906289,-0.0071473064702539035,-0.03343003853101141,-0.016457655815217975,-0.13753039150912902,-0.1450930222306054,-0.1196447388204518,-0.13430487808872313,-0.03076669563181612,0.07990503394669213,0.017581619608106214,-0.14628622253064552,-0.1257843985212983,1.0,-0.02294630226221999,0.07181697568416597,0.00966508996840566,-0.1138290254395135,-0.1408855968644896,-0.12110140697129491,-0.11910308685820441,-0.11930859248152118,-0.1624659687475465,0.08933962083665356,0.018059685174379923,0.10273283747116409,0.03379519278643558,0.03708668602121929,0.04733267899581143,0.02811063657769412
Sensor_349,-0.0013999035852225367,-0.12616027039150254,-0.008429266230177033,0.14356553654233267,0.1549023888456181,0.017137934153030193,0.07185214818493274,-0.04034580925552529,0.09553638919797608,-0.04358615643088682,0.11280725632872098,-0.0026205486485787626,0.029897588398903198,0.061007372416196234,0.04243522733047095,0.05637887852054753,0.9497514048974223,-0.026704942609484448,-0.06718615378625946,0.05966811858566917,0.04561319468849341,-0.02294630226221999,1.0,-0.018771309715164285,-0.05324124844961286,0.03793674638305132,0.057977810148844254,0.051448268704345136,0.05081626425630865,0.050212677672919065,0.08009029530109345,-0.029650370709501325,-0.06900885216754335,-0.08482775053328859,-0.036415510906181815,-0.004880273667038645,0.0076983195383416156,0.020214287681327627
Sensor_406,0.03156473548244706,0.20728439433387527,0.04853279107356502,-0.061201934911820424,-0.06753691493559304,0.04985233013953365,-0.37871387556428043,-0.2384628640393034,-0.4837953774835585,-0.12569337861290603,-0.026714915409318783,0.24931828038255616,0.42305869042641614,-0.0796460828878146,-0.060116132485068446,-0.06546006877095932,-0.005127828185193934,0.9898764079721963,-0.5652913261682827,-0.07558476516741126,-0.05843537953484181,0.07181697568416597,-0.018771309715164285,1.0,-0.6119324511857801,-0.03927398607325415,-0.06517481803739684,-0.05689150800369507,-0.04985405247701248,-0.05564066542981254,-0.05333267098862774,0.9869203285478535,-0.5642656096142126,0.17263083056785583,0.04104994836399851,-0.04410776684294356,-0.02808108308468709,0.00029059853102799803
Sensor_407,-0.011684552691157537,-0.06529302484517169,-0.019664665384249377,-0.03543222787071359,-0.06078527514415648,0.014825938368753521,0.4171042790752439,-0.06134095322610814,0.4571104629780725,-0.1457678639282675,0.1473811697077613,0.06097227087244387,-0.3034166723550247,0.031464829667952006,0.029368298798787797,0.033685315940154927,-0.0692872716260819,-0.60549897613837,0.9684923354080867,0.02753512561955714,0.02427472903132975,0.00966508996840566,-0.05324124844961286,-0.6119324511857801,1.0,0.02336948927430587,0.029529012998636466,0.02699251724655699,0.025266705285148454,0.026311065095712596,-0.009635814959862512,-0.6028522357152153,0.9680305259872002,-0.10142261691807995,0.004516226784882761,0.03837059963317518,0.02543978992947357,-0.022750450780748492
Sensor_431,0.6742379997886286,-0.1824964228672339,-0.08117139327291045,0.07231255592399377,0.14887074346777315,-0.033804546338631954,-0.03325186014417498,-0.058432117577284046,-0.02066062531995219,-0.055533176001312884,0.05387335587047659,0.025546785035934657,0.05969532834624825,0.5738218980719734,0.8267752027221392,0.8782063013510318,0.03113815966650954,-0.041824249048175846,0.03049145897514012,0.6018426143363398,0.8421708514150246,-0.1138290254395135,0.03793674638305132,-0.03927398607325415,0.02336948927430587,1.0,0.899216499658088,0.9480392208724474,0.9516719858135684,0.9537222760960772,0.1388635510503009,-0.04533226942401521,0.03086590844687308,-0.06596068253079719,-0.027464460672970092,0.06851450712159377,0.05479841716414105,0.04578761073020889
Sensor_432,0.595531049009525,-0.21932001026813439,-0.10027500287809625,0.09543515070385032,0.16904544229867063,-0.028081838630783885,0.0038292032274439996,-0.062091988900923246,0.02701426991203342,-0.06257083231370754,0.0885885279251207,0.04079622615838863,0.07930077648618399,0.8116947769911844,0.8113259637339407,0.8479307474303032,0.04934612827732823,-0.06866774209599766,0.03291569641856782,0.8280250438723782,0.8253782503703766,-0.1408855968644896,0.057977810148844254,-0.06517481803739684,0.029529012998636466,0.899216499658088,1.0,0.9333607589318429,0.9295461110421072,0.9325994607027417,0.13914776361235323,-0.07357451061234835,0.03316853137334178,-0.11585842092870907,-0.01991964018072968,0.0504536277682898,0.03455487856893609,0.0340940470531643
Sensor_435,0.6318175991091093,-0.1905604501809302,-0.07180321699507554,0.0912687051992441,0.1500072226032429,-0.03783111261195144,-0.008456171529986569,-0.06001145684372558,0.00506735059505736,-0.06171939412749626,0.051137215539090515,0.029293592372487878,0.053877535948620825,0.5843763515457845,0.8763667418729185,0.8986077271665285,0.04700240072844974,-0.05976438799536871,0.033644188252762657,0.6124306805151467,0.8857308272845119,-0.12110140697129491,0.051448268704345136,-0.05689150800369507,0.02699251724655699,0.9480392208724474,0.9333607589318429,1.0,0.9936649922448776,0.992333192604443,0.12868740852178348,-0.06318690387059361,0.03378370508811172,-0.07388813282672067,-0.019874495002372723,0.06005875418861069,0.0470495447208132,0.044913907138194625
Sensor_436,0.6445055184647664,-0.18745181893691434,-0.07637716196128125,0.08536427935211227,0.14809107358035026,-0.03738371067527729,-0.015112512386031436,-0.0683796373941956,-0.005090085026106384,-0.0683444351697813,0.05386436580882042,0.03599394841508746,0.05571465426382274,0.5725575717835688,0.8446359501315902,0.907125390422911,0.047099463982449935,-0.053249529801993295,0.03157595297292074,0.6021224754603902,0.8604622096831425,-0.11910308685820441,0.05081626425630865,-0.04985405247701248,0.025266705285148454,0.9516719858135684,0.9295461110421072,0.9936649922448776,1.0,0.996216066668501,0.12827710726716207,-0.0565631779746038,0.03180440979059295,-0.06913571712083288,-0.01786062856343148,0.06456126440476036,0.05079799843697136,0.044494788651457694
Sensor_437,0.6386073431235872,-0.19677486834218635,-0.07624653155149748,0.08467762559394645,0.14801593854310272,-0.03908131907564058,-0.012289231550747896,-0.06792853032650442,-0.0006209126012346665,-0.06835819876713187,0.05559553793439603,0.032987249616914745,0.05549083187705908,0.5768458115587193,0.8397081848838168,0.9009819877938914,0.04654151332508619,-0.0588094756560937,0.03252347597867885,0.6063968932711125,0.8570158438561978,-0.11930859248152118,0.050212677672919065,-0.05564066542981254,0.026311065095712596,0.9537222760960772,0.9325994607027417,0.992333192604443,0.996216066668501,1.0,0.12701550479333376,-0.06221477620767842,0.032744600538839715,-0.07274360687792497,-0.02282352245532079,0.06584835986594481,0.051746540400024674,0.04664582656254515
Sensor_511,0.05984868375979515,-0.2439678978677919,-0.09374807824554379,0.21781998686734821,0.609702534435213,-0.00123897924295299,0.02269134819335912,-0.08740112937917086,0.08319569589668105,-0.08533807142084808,0.15023698644139669,0.06024850025144734,0.1220067129734022,0.13929678530437814,0.13194017592064214,0.1492832506953324,0.06778814775776011,-0.0705464058921568,-0.022973298462980567,0.14204712070316067,0.14093310265790998,-0.1624659687475465,0.08009029530109345,-0.05333267098862774,-0.009635814959862512,0.1388635510503009,0.13914776361235323,0.12868740852178348,0.12827710726716207,0.12701550479333376,1.0,-0.07813085813106715,-0.022986585965890212,-0.19057564481187525,-0.0409966098669345,0.02527838873846675,0.03462183563071626,0.026104441493885848
Sensor_540,0.037895544501676974,0.22476694083576226,0.047967263655819756,-0.07716969930535743,-0.09011014663754222,0.04226273448516484,-0.3745348002439064,-0.22021256534124103,-0.4892829822568236,-0.11107418482854033,-0.04333800701732453,0.23340142237306782,0.3582779193071054,-0.08748099956020867,-0.06326527686212202,-0.07138853781784829,-0.017982319044984776,0.9982439246538906,-0.553163472462478,-0.08296609458913798,-0.0615884870451536,0.08933962083665356,-0.029650370709501325,0.9869203285478535,-0.6028522357152153,-0.04533226942401521,-0.07357451061234835,-0.06318690387059361,-0.0565631779746038,-0.06221477620767842,-0.07813085813106715,1.0,-0.5520756151258673,0.19095553494870188,0.039903532423489034,-0.04138406846761069,-0.025520417430251966,0.00219616636076575
Sensor_541,-0.006706893082340277,-0.046142740503874055,-0.011886177476206999,-0.037193267644014406,-0.07035144087799483,0.022137135781668656,0.38038387704654275,-0.09084541473864033,0.41755250542520983,-0.16663237976011594,0.1471781535143587,0.07643638702594119,-0.2917489098690676,0.03114369764170539,0.038480052219039336,0.04069570420609136,-0.08117567021445396,-0.5566954534336138,0.9998372216098842,0.02819801916148477,0.03291597474963175,0.018059685174379923,-0.06900885216754335,-0.5642656096142126,0.9680305259872002,0.03086590844687308,0.03316853137334178,0.03378370508811172,0.03180440979059295,0.032744600538839715,-0.022986585965890212,-0.5520756151258673,1.0,-0.09923978797960993,0.008778743798622361,0.03921146231877001,0.023570596125952574,-0.0314670494730749
Sensor_543,0.09504530793530004,0.24659785414441676,0.05794738007658739,-0.21861180094123456,-0.2764882577370832,-0.02915950866879007,-0.13567548759781034,0.10878199087074533,-0.23711061917569917,0.09861104076708073,-0.3417174551830068,-0.1193877329478926,-0.20945016252627316,-0.15417808403186845,-0.048124061521284026,-0.06938525764849453,-0.07469148147027957,0.17763331958418097,-0.09969262991930826,-0.1458670231585798,-0.05379480762350386,0.10273283747116409,-0.08482775053328859,0.17263083056785583,-0.10142261691807995,-0.06596068253079719,-0.11585842092870907,-0.07388813282672067,-0.06913571712083288,-0.07274360687792497,-0.19057564481187525,0.19095553494870188,-0.09923978797960993,1.0,0.0643613406158583,-0.020248567858914056,-0.014797018986717533,-0.046530717904844816
Sensor_587,0.05796601494312243,0.11647297443621815,0.041293572350202354,-0.04230374860364521,-0.07921057203663524,0.04090316033529396,0.022956203586579994,-0.0296580534569369,-0.035133270343255675,-0.018239362263936923,-0.10945693332600322,0.09528701728739203,0.02635432903643329,-0.019190028843589436,0.004138262275141902,-0.00196864076665448,-0.025721186040290164,0.04080580184458943,0.00897421429378568,-0.019336913477534634,4.838024010583873e-05,0.03379519278643558,-0.036415510906181815,0.04104994836399851,0.004516226784882761,-0.027464460672970092,-0.01991964018072968,-0.019874495002372723,-0.01786062856343148,-0.02282352245532079,-0.0409966098669345,0.039903532423489034,0.008778743798622361,0.0643613406158583,1.0,0.16791980213606988,0.1642468435014457,-0.4865298612445889
Sensor_588,0.022183630322392664,-0.030451810514736173,-0.03162131083387131,-0.014662171829670797,-0.0003300691424018457,-0.002188409276035267,0.01834797782141509,-0.0016641403703644034,0.024363733769532145,-0.0058830177887515015,0.03112247839587065,-0.020178036557420044,-0.0456697261012998,0.023614199390609148,0.0420808812005357,0.06642624246260352,-0.008116387867489241,-0.04360429134575992,0.03891852354168184,0.0314741820007783,0.049973680619294636,0.03708668602121929,-0.004880273667038645,-0.04410776684294356,0.03837059963317518,0.06851450712159377,0.0504536277682898,0.06005875418861069,0.06456126440476036,0.06584835986594481,0.02527838873846675,-0.04138406846761069,0.03921146231877001,-0.020248567858914056,0.16791980213606988,1.0,0.9742756418614681,0.39083356584446455
Sensor_589,0.017721069118362267,-0.020530345400302834,-0.03008887369514438,-0.01415829040033731,0.009149414163040291,0.0006461511588395777,0.01075740357369635,-0.0007165407614897981,0.017371576673799988,-0.0023509831565959836,0.02952318398628101,-0.02525813520613448,-0.04364250944078983,0.010756343102643357,0.034683314227450586,0.056025121449891815,0.003491488551319367,-0.0278526281784044,0.023218239906057942,0.018485718392041082,0.04154070700797744,0.04733267899581143,0.0076983195383416156,-0.02808108308468709,0.02543978992947357,0.05479841716414105,0.03455487856893609,0.0470495447208132,0.05079799843697136,0.051746540400024674,0.03462183563071626,-0.025520417430251966,0.023570596125952574,-0.014797018986717533,0.1642468435014457,0.9742756418614681,1.0,0.38923844898026233
