capteur,moyenne,sigma_estime,UCL,LCL,nb_points_hors_controle,pct_hors_controle
Sensor_034,8.960156987874921,0.5732949965127759,10.680041977413248,7.240271998336594,24,1.5315890236119976
Sensor_035,50.58251971920868,0.473039229006458,52.001637406228056,49.16340203218931,38,2.4250159540523293
Sensor_036,64.55553816209317,0.8281272927366107,67.039920040303,62.07115628388334,38,2.4250159540523293
Sensor_037,49.41748934269304,0.4730385496770919,50.836604991724315,47.99837369366176,38,2.4250159540523293
Sensor_038,66.22128028079133,0.23980202077842072,66.9406863431266,65.50187421845607,77,4.913848117421825
Sensor_039,86.8365664326739,0.3253815566605982,87.8127111026557,85.86042176269211,78,4.977664326738992
Sensor_040,118.67937555839183,1.0612999646748729,121.86327545241645,115.4954756643672,43,2.744097000638162
Sensor_041,68.06396617740907,16.09893866108711,116.3607821606704,19.76715019414774,229,14.613911933631144
Sensor_042,3.3487920229738353,1.0416505892050036,6.473743790588847,0.22384025535882435,10,0.6381620931716656
Sensor_044,355.53774339502235,5.462988154760287,371.9267078593032,339.1487789307415,8,0.5105296745373326
Sensor_045,10.031167358008934,0.15106218807459948,10.484353922232733,9.577980793785136,31,1.9783024888321634
Sensor_046,136.74284084237397,6.68742476427271,156.8051151351921,116.68056654955583,17,1.0848755583918315
Sensor_047,733.6726693044035,10.324689263425816,764.6467370946809,702.698601514126,10,0.6381620931716656
Sensor_048,1.1780047543075942,0.173677572167423,1.6990374708098632,0.6569720378053252,1,0.06381620931716657
Sensor_049,139.97225357370772,4.146381948407201,152.4113994189293,127.53310772848612,7,0.4467134652201659
Sensor_051,632.2536330567964,7.585213886850902,655.0092747173491,609.4979913962437,11,0.7019783024888321
Sensor_052,157.43751790044672,52.24360434046177,314.168330921832,0.7067048790614194,0,0.0
Sensor_054,4.592978940650926,0.035156426908689115,4.698448221376993,4.487509659924858,24,1.5315890236119976
Sensor_055,4.8385341416719845,0.04366163057163301,4.9695190333868835,4.7075492499570855,11,0.7019783024888321
Sensor_056,2856.166560306318,21.893653252176122,2921.8475200628463,2790.4856005497895,5,0.3190810465858328
Sensor_057,0.9288548181238034,0.005027603416573829,0.9439376283735249,0.913772007874082,21,1.3401403956604978
Sensor_058,0.9492152520740269,0.0038722906080450687,0.9608321238981621,0.9375983802498917,14,0.8934269304403318
Sensor_059,4.593259157626037,0.055453656150648095,4.759620126077982,4.426898189174093,44,2.8079132099553283
Sensor_060,2.9512491703892785,5.385515169424746,19.107794678663517,-13.20529633788496,129,8.232291001914486
Sensor_061,355.1538866624122,5.285994323070932,371.011869631625,339.2959036931994,11,0.7019783024888321
Sensor_062,10.423194830887045,0.24774558888798315,11.166431597550995,9.679958064223095,28,1.7868538608806637
Sensor_063,116.50121640076578,6.337725820403431,135.5143938619761,97.4880389395555,30,1.9144862795149968
Sensor_064,13.986603988513084,4.692269628089816,28.063412872782532,-0.09020489575636503,35,2.2335673261008293
Sensor_065,20.53978273771538,4.130408424137026,32.93100801012646,8.148557465304304,42,2.6802807913209956
Sensor_066,27.127927536694326,5.4202093693106175,43.38855564462618,10.867299428762475,39,2.488832163369496
Sensor_067,706.6676999361838,9.87776554984919,736.3009965857314,677.0344032866362,13,0.8296107211231653
Sensor_068,16.655186470963628,27.92213396601542,100.42158836900988,-67.11121542708263,5,0.3190810465858328
Sensor_069,147.43818921506065,3.5741831630481062,158.16073870420496,136.71563972591633,12,0.7657945118059988
Sensor_071,619.1014223994895,8.108387623071838,643.426585268705,594.7762595302739,8,0.5105296745373326
Sensor_072,104.32242948308868,25.685591424146086,181.37920375552693,27.265655210650422,71,4.530950861518826
Sensor_075,0.002677409061901723,0.004750210592103476,0.01692804083821215,-0.011573222714408707,1,0.06381620931716657
Sensor_076,-0.006893809827696236,0.016739298298053495,0.04332408506646424,-0.05711170472185672,40,2.5526483726866624
Sensor_077,-0.029382961072112315,0.02523963343387408,0.04633593922950992,-0.10510186137373455,36,2.297383535417996
Sensor_078,-0.007085194639438417,0.028119140784217823,0.07727222771321506,-0.0914426169920919,9,0.574345883854499
Sensor_079,-0.013625079770261644,0.027116790304611293,0.06772529114357223,-0.09497545068409552,132,8.423739629865985
Sensor_080,0.0034145500957243136,0.015943350724165105,0.05124460226821963,-0.044415502076771,86,5.488194001276324
Sensor_081,-0.01838021697511168,0.028343942193599814,0.06665160960568776,-0.10341204355591112,139,8.870453095086152
Sensor_082,-0.021129546904913848,0.015177972971748957,0.024404372010333023,-0.06666346582016072,39,2.488832163369496
Sensor_083,0.006078557753669433,0.028354981295798123,0.0911435016410638,-0.07898638613372494,47,2.9993618379068283
Sensor_084,7.452076419910657,0.5091309792306369,8.979469357602568,5.924683482218747,5,0.3190810465858328
Sensor_085,0.1331070835992342,0.004971105857630683,0.14802040117212625,0.11819376602634216,6,0.3828972559029994
Sensor_087,2.4018715379706443,0.03601883553888934,2.5099280445873124,2.2938150313539762,17,1.0848755583918315
Sensor_088,0.982420293554563,0.009121921505756189,1.0097860580718314,0.9550545290372944,14,0.8934269304403318
Sensor_089,1807.8150211231653,50.50175555691422,1959.320287793908,1656.3097544524226,13,0.8296107211231653
Sensor_090,0.18874869176770898,0.021279539505267068,0.25258731028351017,0.12491007325190777,13,0.8296107211231653
Sensor_091,8827.468460689215,373.22990923027453,9947.158188380039,7707.778732998391,14,0.8934269304403318
Sensor_092,0.0024305041480536054,0.07901008124779219,0.23946074789143015,-0.23459973959532296,28,1.7868538608806637
Sensor_093,0.0005067645181876197,0.0026686321929657716,0.008512661097084933,-0.007499132060709695,51,3.2546266751754946
Sensor_094,-0.0005400765794511806,0.002544201697417643,0.007092528512801748,-0.00817268167170411,59,3.765156349712827
Sensor_095,-2.903637523931079e-05,0.00014922601740894725,0.00041864167698753095,-0.0004767144274661525,34,2.169751116783663
Sensor_096,5.979578813018507e-05,7.240518826481165e-05,0.00027701135292462,-0.00015741977666424987,54,3.446075303126994
Sensor_097,0.017076005105296745,0.18988682372761612,0.5867364762881451,-0.5525844660775516,33,2.105934907466496
Sensor_099,-0.01807319719208679,0.3755277823066402,1.1085101497278336,-1.1446565441120073,30,1.9144862795149968
Sensor_100,0.001534205488194002,0.05125647627328968,0.15530363430806304,-0.15223522333167505,16,1.0210593490746651
Sensor_101,-2.1186981493299304e-05,0.0003043395559903264,0.00089183168647768,-0.0009342056494642785,31,1.9783024888321634
Sensor_102,-7.211231652839822e-06,0.00018341892883345562,0.000543045554847527,-0.0005574680181532067,35,2.2335673261008293
Sensor_103,0.0011103382259093813,0.054653123103538856,0.16506970753652594,-0.16284903108470716,30,1.9144862795149968
Sensor_104,-0.009789470325462667,0.00201240002536163,-0.0037522702493777774,-0.015826670401547557,56,3.5737077217613273
Sensor_105,-1.461391193363114e-05,0.0007058798221062834,0.002103025554385219,-0.002132253378252481,15,0.9572431397574984
Sensor_106,-0.0004967453733248245,0.0026073227176797733,0.0073252227797144945,-0.008318713526364143,51,3.2546266751754946
Sensor_107,0.0005382259093809828,0.002488326857060044,0.008003206480561116,-0.00692675466179915,61,3.89278876834716
Sensor_108,-0.0017591576260370136,0.07973860538210013,0.23745665852026338,-0.2409749737723374,30,1.9144862795149968
Sensor_109,-0.010790172303765156,0.08195531371430126,0.2350757688391386,-0.25665611344666894,25,1.595405232929164
Sensor_114,0.9454241863433311,0.011138057842631086,0.9788383598712244,0.9120100128154379,11,0.7019783024888321
Sensor_115,0.00012252712188895982,0.00021738539713594745,0.0007746833132968022,-0.0005296290695188825,17,1.0848755583918315
Sensor_116,747.3837915762605,47.45007410351169,889.7340138867955,605.0335692657254,19,1.2125079770261646
Sensor_117,0.9871299298021697,0.005052795213898175,1.0022883154438642,0.9719715441604753,187,11.933631142310148
Sensor_118,58.62590791320995,1.2402829859695845,62.3467568711187,54.9050589553012,11,0.7019783024888321
Sensor_119,0.5984206764518188,0.006490199541679119,0.6178912750768562,0.5789500778267815,23,1.467772814294831
Sensor_120,0.9707770899808551,0.007470358595328027,0.9931881657668392,0.948366014194871,3,0.1914486279514997
Sensor_121,6.310863050414805,0.10760780957039211,6.6336864791259815,5.988039621703629,29,1.8506700701978303
Sensor_122,15.79638800255265,0.04862299937501696,15.942257000677701,15.650519004427599,224,14.29483088704531
Sensor_123,3.898266751754946,0.3972808709908246,5.09010936472742,2.706424138782472,211,13.465220165922146
Sensor_124,15.82966177409062,0.05489547385487716,15.994348195655252,15.664975352525989,147,9.380982769623484
Sensor_125,15.794620293554562,0.05634470983578345,15.963654423061913,15.625586164047212,226,14.422463305679642
Sensor_126,1.1847204850031907,0.14933267211941706,1.6327185013614418,0.7367224686449395,148,9.444798978940652
Sensor_127,2.7506381620931717,0.13839297845167253,3.165817097448189,2.335459226738154,83,5.296745373324825
Sensor_128,0.6485087428206764,0.06119619711420885,0.8320973341633029,0.4649201514780498,240,15.315890236119975
Sensor_129,3.192198468410976,0.11278622410622904,3.5305571407296634,2.8538397960922888,124,7.913209955328654
Sensor_130,-0.5518601148691767,0.45696663587040204,0.8190397927420293,-1.9227600224803827,329,20.995532865347798
Sensor_131,0.7450555520102107,0.04056199220129888,0.8667415286141074,0.623369575406314,182,11.614550095724315
Sensor_132,0.9978080089342692,0.0014013149552095426,1.002011953799898,0.9936040640686407,19,1.2125079770261646
Sensor_133,2.318513273771538,0.024473689573652882,2.3919343424924966,2.2450922050505797,260,16.592214422463307
Sensor_134,1004.0431287172943,3.8024260549985027,1015.4504068822898,992.6358505522987,131,8.359923420548819
Sensor_135,39.3894800893427,1.9164069930164944,45.13870106839218,33.640259110293215,58,3.7013401403956605
Sensor_136,117.9323548181238,36.862109725279204,228.51868399396142,7.346025642286179,46,2.935545628589662
Sensor_137,138.18098276962348,53.255459543671826,297.94736140063895,-21.585395861391987,0,0.0
Sensor_138,122.67064454371412,51.51247022272946,277.2080552119025,-31.866766124474267,3,0.1914486279514997
Sensor_139,57.58781021059349,9.828870365841508,87.07442130811802,28.101199113068965,74,4.722399489470326
Sensor_140,416.0771848755584,186.9302870506236,976.8680460274292,-144.7136762763124,70,4.467134652201659
Sensor_141,25.847023611997443,45.48210029392317,162.29332449376693,-110.59927726977206,4,0.2552648372686663
Sensor_143,6.638155711550735,1.9911596605164714,12.61163469310015,0.6646767300013208,20,1.2763241863433312
Sensor_144,0.004167900446713465,0.0010188808275137455,0.007224542929254701,0.001111257964172229,36,2.297383535417996
Sensor_145,0.119992150606254,0.04812963642292329,0.26438105987502386,-0.02439675866251588,57,3.6375239310784937
Sensor_146,0.06361499680918953,0.01884312473392933,0.12014437101097752,0.0070856226074015385,45,2.871729419272495
Sensor_147,0.05500363752393108,0.01557849424381584,0.1017391202553786,0.008268154792483558,53,3.382259093809828
Sensor_148,0.01740906190172304,0.008112381457025624,0.041746206272799916,-0.006928082469353832,13,0.8296107211231653
Sensor_149,8.47060082961072,2.902862977002437,17.17918976061803,-0.23798810139659032,2,0.12763241863433314
Sensor_151,6.812615188257817,2.858299819751275,15.387514647511642,-1.7622842709960072,37,2.361199744735163
Sensor_152,14.041556158264196,8.565012103384872,39.736592468418806,-11.653480151890417,19,1.2125079770261646
Sensor_153,1.1953393746011485,1.3377686181534927,5.208645229061627,-2.81796647985933,5,0.3190810465858328
Sensor_154,0.011924888321633697,0.005017300254522069,0.026976789085199904,-0.00312701244193251,15,0.9572431397574984
Sensor_155,7.697616209317166,2.24104598606922,14.420754167524827,0.9744782511095069,6,0.3828972559029994
Sensor_156,0.5059770261646458,0.3686222294684022,1.611843714569852,-0.5998896622405606,42,2.6802807913209956
Sensor_157,0.058088576898532224,0.030413405885709628,0.14932879455566112,-0.03315164075859667,18,1.148691767708998
Sensor_160,882.3490746649649,632.8587085495866,2780.925200313725,-1016.227050983795,54,3.446075303126994
Sensor_161,555.1965539246969,357.5848255935075,1627.9510307052194,-517.5579228558256,62,3.956604977664327
Sensor_162,4064.996171027441,3572.17591460377,14781.523914838752,-6651.531572783869,57,3.6375239310784937
Sensor_163,4793.308870453095,5108.98197965635,20120.254809422142,-10533.637068515955,64,4.0842373962986604
Sensor_164,0.14017868538608808,0.06843620644366549,0.34548730471708455,-0.0651299339449084,33,2.105934907466496
Sensor_165,0.12789278876834717,0.08257022001213735,0.3756034488047592,-0.11981787126806487,33,2.105934907466496
Sensor_166,0.2519387364390555,0.16270900700162136,0.7400657574439196,-0.23618828456580854,33,2.105934907466496
Sensor_167,2.7886407147415446,0.8809203554251244,5.431401781016918,0.14587964846617174,23,1.467772814294831
Sensor_168,1.2357370772176133,0.43929965671222704,2.5536360473542947,-0.08216189291906795,13,0.8296107211231653
Sensor_169,0.12438991703892788,0.043809384708748865,0.25581807116517447,-0.0070382370873187106,14,0.8934269304403318
Sensor_170,0.4004684109763881,0.175654194179506,0.9274309935149061,-0.12649417156212994,12,0.7657945118059988
Sensor_171,0.684331397574984,0.14654883698812535,1.12397790853936,0.24468488661060794,2,0.12763241863433314
Sensor_172,0.12005928525845565,0.051210564930300816,0.2736909800493581,-0.03357240953244679,48,3.063178047223995
Sensor_173,0.32011490108487556,0.06942106419209625,0.5283780936611643,0.11185170850858683,1,0.06381620931716657
Sensor_174,0.5761928525845564,0.08830030660398723,0.8410937723965182,0.31129193277259476,19,1.2125079770261646
Sensor_175,0.3201151563497128,0.06942587610843909,0.52839278467503,0.11183752802439556,1,0.06381620931716657
Sensor_176,0.7780373324824504,0.10150562031828846,1.0825541934373157,0.4735204715275851,20,1.2763241863433312
Sensor_177,0.24471659221442243,0.07024095812613788,0.4554394665928361,0.0339937178360088,0,0.0
Sensor_178,0.3946987874920229,0.2163794235663886,1.0438370581911887,-0.2544394832071428,64,4.0842373962986604
Sensor_181,19.01305041480536,2.8089703178355667,27.439961368312062,10.586139461298659,13,0.8296107211231653
Sensor_182,0.5467555839183152,0.19254175611169985,1.1243808522534149,-0.030869684416784282,14,0.8934269304403318
Sensor_183,10.780153158902362,3.334573109426375,20.783872487181487,0.7764338306232368,21,1.3401403956604978
Sensor_184,26.661514550095724,5.383151499506354,42.81096904861479,10.512060051576661,14,0.8934269304403318
Sensor_185,0.14480765794511805,0.055587031149515874,0.3115687513936657,-0.02195343550342957,23,1.467772814294831
Sensor_186,7.365338225909381,2.6926861136019857,15.443396566715338,-0.7127201148965749,15,0.9572431397574984
Sensor_188,17.936244352265476,4.249154121717708,30.6837067174186,5.188781987112353,5,0.3190810465858328
Sensor_189,43.20950255264837,20.873769847739645,105.8308120958673,-19.411806990570568,6,0.3828972559029994
Sensor_196,0.2870127632418634,0.13229090242112987,0.6838854705052531,-0.10985994402152621,31,1.9783024888321634
Sensor_197,8.679961710274409,4.8827137849514965,23.3281030651289,-5.968179644580081,15,0.9572431397574984
Sensor_198,20.089942565411615,4.25080726972999,32.84236437460159,7.337520756221643,9,0.574345883854499
Sensor_199,0.5568481174218252,0.32288015271324155,1.5254885755615497,-0.4117923407178995,17,1.0848755583918315
Sensor_200,11.520714741544351,6.713851752216878,31.662269998194986,-8.620840515106282,45,2.871729419272495
Sensor_201,17.598560944479896,4.7572529731981925,31.870319864074474,3.3268020248853176,8,0.5105296745373326
Sensor_202,7.834537332482451,3.447449344673605,18.176885366503267,-2.5078107015383644,28,1.7868538608806637
Sensor_203,10.162831397574985,4.973773584051159,25.08415214972846,-4.758489354578492,16,1.0210593490746651
Sensor_204,30.07323407785578,6.639746995099771,49.9924750631551,10.153993092556465,13,0.8296107211231653
Sensor_205,32.09541212507976,56.69637662699384,202.1845420060613,-137.99371775590174,5,0.3190810465858328
Sensor_206,9.045105296745373,3.9641755658813627,20.937631994389463,-2.8474214008987158,21,1.3401403956604978
Sensor_207,0.0012763241863433313,0.002264431220166119,0.00806961784684169,-0.005516969474155027,1,0.06381620931716657
Sensor_208,20.373663050414805,5.786227502875828,37.73234555904229,3.0149805417873203,9,0.574345883854499
Sensor_209,73.26425398851309,26.50652156191408,152.78381867425531,-6.255310697229149,10,0.6381620931716656
Sensor_210,0.029451180599872367,0.05225175040533319,0.18620643181587193,-0.1273040706161272,1,0.06381620931716657
Sensor_211,0.08872539885130826,0.028545703015316618,0.1743625078972581,0.003088289805358399,50,3.190810465858328
Sensor_212,0.05670051052967454,0.019279084354591816,0.11453776359345,-0.0011367425341009055,35,2.2335673261008293
Sensor_213,0.051281493299298014,0.02463316214233309,0.12518097972629727,-0.022617993127701255,48,3.063178047223995
Sensor_214,0.06027957881301851,0.02966614358305481,0.14927800956218293,-0.02871885193614592,22,1.4039566049776642
Sensor_215,0.08314792597319719,0.033701869514415374,0.18425353451644333,-0.01795768257004894,47,2.9993618379068283
Sensor_216,0.08109738353541798,0.02396657020189669,0.15299709414110807,0.00919767292972791,18,1.148691767708998
Sensor_217,0.08350063816209316,0.02370185819225927,0.15460621273887099,0.01239506358531535,16,1.0210593490746651
Sensor_218,0.07148321633694958,0.032542027843446286,0.16910929986728845,-0.026142867193389277,29,1.8506700701978303
Sensor_219,3.771375590299936,1.1675045062181284,7.273889108954322,0.26886207164555076,10,0.6381620931716656
Sensor_220,0.003252074026802808,0.001302727280961568,0.007160255869687512,-0.000656107816081896,50,3.190810465858328
Sensor_222,0.06071754945756223,0.022624668260826247,0.12859155424004096,-0.007156455324916509,12,0.7657945118059988
Sensor_223,0.0088211869814933,0.011908643786853619,0.04454711834205415,-0.026904744379067556,31,1.9783024888321634
Sensor_224,122.84657102744097,37.836212727462126,236.35520920982736,9.337932845054596,9,0.574345883854499
Sensor_225,0.05873350350989151,0.040154083222376215,0.17919575317702016,-0.06172874615723714,59,3.765156349712827
Sensor_226,1038.656079514997,401.1036629439418,2241.967068346822,-164.65490931682848,23,1.467772814294831
Sensor_228,0.019121697511167837,0.007942832169415688,0.042950194019414904,-0.00470679899707923,43,2.744097000638162
Sensor_229,0.01784141671984684,0.007369931070713659,0.039951209931987815,-0.004268376492294133,32,2.0421186981493302
Sensor_239,0.004791129546904914,0.0015617782125485723,0.00947646418455063,0.00010579490925919678,13,0.8296107211231653
Sensor_240,0.004574664964901084,0.0011979407262483813,0.008168487143646229,0.0009808427861559407,21,1.3401403956604978
Sensor_249,0.025171218889597953,0.015335860438575039,0.07117880020532308,-0.020836362426127165,18,1.148691767708998
Sensor_250,0.0010652201659221443,0.0018898942963506428,0.006734903054974073,-0.004604462723129784,19,1.2125079770261646
Sensor_251,109.65096668793873,43.51116206081357,240.18445287037943,-20.882519494501963,11,0.7019783024888321
Sensor_252,0.004284811742182515,0.005862838872132099,0.02187332835857881,-0.013303704874213782,58,3.7013401403956605
Sensor_253,4.645114869176771,3.8995820426075385,16.34386099699939,-7.053631258645845,2,0.12763241863433314
Sensor_254,0.033179195915762606,0.011325043250636305,0.06715432566767152,-0.0007959338361463106,18,1.148691767708998
Sensor_255,0.01394320357370772,0.008899724192277386,0.04064237615053988,-0.012755969003124439,5,0.3190810465858328
Sensor_256,0.4038481174218251,0.09087015298497325,0.6764585763767448,0.13123765846690533,10,0.6381620931716656
Sensor_268,0.0705869814932993,0.01310143293207612,0.10989128028952766,0.031282682697070935,320,20.4211869814933
Sensor_269,19.49687747287811,3.263190311857468,29.286448408450518,9.707306537305707,297,18.953414167198467
Sensor_270,3.7774860242501593,0.8841514157223989,6.429940271417356,1.1250317770829628,39,2.488832163369496
Sensor_271,29.25873726866624,6.098553198282655,47.55439686351421,10.963077673818276,36,2.297383535417996
Sensor_272,46.05514275686024,17.557893014682573,98.72882180090795,-6.618536287187474,1,0.06381620931716657
Sensor_273,41.29243442884493,17.472331367807037,93.70942853226603,-11.124559674576183,4,0.2552648372686663
Sensor_274,20.175882514358648,2.997220467288027,29.167543916222726,11.184221112494567,74,4.722399489470326
Sensor_275,136.06289514996809,59.73535722534715,315.26896682600955,-43.143176526073375,75,4.786215698787492
Sensor_276,8.616245692405872,15.161610984302966,54.10107864531477,-36.86858726050302,4,0.2552648372686663
Sensor_278,2.2096040842373963,0.6542112193509235,4.172237742290167,0.24697042618462572,28,1.7868538608806637
Sensor_279,0.0011173580089342693,0.00026765577022363525,0.001920325319605175,0.0003143906982633635,24,1.5315890236119976
Sensor_280,0.04105194639438418,0.016278939430993726,0.08988876468736536,-0.007784871898597001,57,3.6375239310784937
Sensor_281,0.018032099553286534,0.004680126445839334,0.032072478890804536,0.003991720215768532,36,2.297383535417996
Sensor_282,0.01509253350350989,0.0038656671467260854,0.026689534943688146,0.003495532063331634,50,3.190810465858328
Sensor_283,0.005769240587109125,0.0026470068748131854,0.013710261211548681,-0.0021717800373304303,13,0.8296107211231653
Sensor_284,2.803797957881302,0.8724788388902477,5.421234474552046,0.18636144121055898,2,0.12763241863433314
Sensor_286,2.1193269623484365,0.8548525345778648,4.683884566082031,-0.4452306413851579,33,2.105934907466496
Sensor_287,4.25829486279515,2.572119218907095,11.974652519516436,-3.4580627939261346,19,1.2125079770261646
Sensor_288,0.36709167198468406,0.41385959280997814,1.6086704504146185,-0.8744871064452503,5,0.3190810465858328
Sensor_289,0.003923037651563497,0.0016352023948624584,0.00882864483615087,-0.0009825695330238785,14,0.8934269304403318
Sensor_290,2.5785393107849393,0.6743233313406339,4.601509304806841,0.5555693167630373,11,0.7019783024888321
Sensor_291,0.12317089980855138,0.07798287863554433,0.3571195357151844,-0.11077773609808163,33,2.105934907466496
Sensor_292,0.019926228462029356,0.010330391837178338,0.05091740397356437,-0.011064947049505659,14,0.8934269304403318
Sensor_295,401.6575800255265,291.27915953370837,1275.4950586266516,-472.1798985755986,53,3.382259093809828
Sensor_296,252.92614620293554,166.2853612447126,751.7822299370733,-245.92993753120223,61,3.89278876834716
Sensor_297,1878.364532035737,1664.328795809444,6871.350919464069,-3114.6218553925946,58,3.7013401403956605
Sensor_298,2340.8834834716013,2528.6545576207172,9926.847156333753,-5245.08018939055,60,3.8289725590299937
Sensor_299,0.06379042756860243,0.03246684872693677,0.1611909737494127,-0.033610118612207876,32,2.0421186981493302
Sensor_300,0.06024097000638162,0.041473057797342464,0.18466014339840903,-0.06417820338564577,32,2.0421186981493302
Sensor_301,0.11834077855775367,0.07995117886289324,0.3581943151464334,-0.12151275803092605,32,2.0421186981493302
Sensor_302,0.9100824505424379,0.2697500294376059,1.7193325388552556,0.10083236222962011,26,1.6592214422463305
Sensor_303,0.40331352903637524,0.13825331965616877,0.8180734880048816,-0.011446429932131075,9,0.574345883854499
Sensor_304,0.04034186343331206,0.013346614222439606,0.08038170610063088,0.0003020207659932411,12,0.7657945118059988
Sensor_305,0.13208302488832163,0.05780481508654657,0.30549747014796136,-0.041331420371318095,8,0.5105296745373326
Sensor_306,0.2649164007657945,0.053859779625553654,0.42649573964245546,0.10333706188913352,2,0.12763241863433314
Sensor_307,0.048620676451818765,0.02053306975353931,0.11021988571243668,-0.01297853280879916,50,3.190810465858328
Sensor_308,0.12892131461391193,0.026572873925527388,0.2086399363904941,0.04920269283732977,1,0.06381620931716657
Sensor_309,0.21841490108487555,0.03129087298352401,0.3122875200354476,0.12454228213430352,23,1.467772814294831
Sensor_310,0.12892163369495852,0.02657542141065007,0.20864789792690874,0.0491953694630083,1,0.06381620931716657
Sensor_311,0.30475060625398853,0.03845309910056792,0.4201099035556923,0.1893913089522848,10,0.6381620931716656
Sensor_312,0.0973445437141034,0.026868665253661588,0.17795053947508815,0.016738547953118632,5,0.3190810465858328
Sensor_313,0.16002622846202935,0.08770125132469225,0.4231299824361061,-0.10307752551204741,107,6.828334396936822
Sensor_317,5.976884173580089,0.842931294892349,8.505678058257136,3.448090288903042,31,1.9783024888321634
Sensor_318,0.17262322910019143,0.06347257320906136,0.36304094872737547,-0.01779449052699264,10,0.6381620931716656
Sensor_319,3.1885855137204855,0.9549350447904498,6.053390648091835,0.3237803793491363,27,1.723037651563497
Sensor_320,7.916337779195916,1.683285893499271,12.96619545969373,2.866480098698103,13,0.8296107211231653
Sensor_321,0.04310283982131462,0.015623556425097143,0.08997350909660605,-0.003767829453976815,25,1.595405232929164
Sensor_322,2.2636086470963623,0.7939458166897638,4.645446097165654,-0.11822880297292926,13,0.8296107211231653
Sensor_324,5.393461518825781,1.289752712788602,9.262719657191587,1.524203380459975,4,0.2552648372686663
Sensor_325,13.331643522654756,6.325635625843501,32.30855040018526,-5.6452633548757465,7,0.4467134652201659
Sensor_332,0.08323586470963625,0.027629117868173878,0.16612321831415788,0.00034851110511460726,13,0.8296107211231653
Sensor_333,2.591113465220166,1.4235714269539779,6.861827746082099,-1.6796008156417677,12,0.7657945118059988
Sensor_334,6.214963050414805,1.1836043291396066,9.765776037833625,2.664150062995985,12,0.7657945118059988
