capteur,moyenne,sigma_estime,UCL,LCL,nb_points_hors_controle,pct_hors_controle,cumsum,cumsum_pct
Sensor_575,9.16231499680919,10.661749850547542,41.14756454845181,-22.822934554833434,83,5.296745373324825,7219,40.80375310874972
Sensor_559,0.9949947032546267,0.05398726710324901,1.1569565045643737,0.8330329019448797,81,5.169112954690491,7300,41.261587158037536
Sensor_573,28.45016502871729,33.73049215148139,129.64164148316146,-72.74131142572688,81,5.169112954690491,7381,41.71942120732535
Sensor_039,86.8365664326739,0.3253815566605982,87.8127111026557,85.86042176269211,78,4.977664326738992,7459,42.16029843997287
Sensor_038,66.22128028079133,0.23980202077842072,66.9406863431266,65.50187421845607,77,4.913848117421825,7536,42.59552340040697
Sensor_412,2.6154789406509256,0.44122266831517265,3.9391469455964434,1.2918109357054077,76,4.850031908104659,7612,43.02509608862763
Sensor_275,136.06289514996809,59.73535722534715,315.26896682600955,-43.143176526073375,75,4.786215698787492,7687,43.44901650463486
Sensor_139,57.58781021059349,9.828870365841508,87.07442130811802,28.101199113068965,74,4.722399489470326,7761,43.867284648428665
Sensor_274,20.175882514358648,2.997220467288027,29.167543916222726,11.184221112494567,74,4.722399489470326,7835,44.28555279222247
Sensor_449,0.33221837906828333,0.18130938470874886,0.87614653319453,-0.2117097750579633,72,4.594767070835992,7907,44.69251639158942
Sensor_484,205.6720959795788,154.75011927891453,669.9224538163223,-258.57826185716476,72,4.594767070835992,7979,45.09947999095637
Sensor_578,16.642362858966177,7.725646268670237,39.81930166497689,-6.534575947044534,71,4.530950861518826,8050,45.500791318109876
Sensor_072,104.32242948308868,25.685591424146086,181.37920375552693,27.265655210650422,71,4.530950861518826,8121,45.9021026452634
Sensor_576,0.10472916400765793,0.04621166317944259,0.24336415354598573,-0.033905825530669856,70,4.467134652201659,8191,46.29776170020348
Sensor_140,416.0771848755584,186.9302870506236,976.8680460274292,-144.7136762763124,70,4.467134652201659,8261,46.69342075514356
Sensor_574,0.3456364390555201,0.16177441962627828,0.830959697934355,-0.13968681982331477,66,4.211869814932992,8327,47.06647072122993
Sensor_178,0.3946987874920229,0.2163794235663886,1.0438370581911887,-0.2544394832071428,64,4.0842373962986604,8391,47.42821614288944
Sensor_163,4793.308870453095,5108.98197965635,20120.254809422142,-10533.637068515955,64,4.0842373962986604,8455,47.789961564548946
Sensor_433,99.31479495851947,93.58704677409128,380.0759352807933,-181.44634536375435,63,4.020421186981493,8518,48.14605471399502
Sensor_472,9.630209189534142,5.2773985421591805,25.462404816011684,-6.2019864369434,63,4.020421186981493,8581,48.5021478634411
Sensor_161,555.1965539246969,357.5848255935075,1627.9510307052194,-517.5579228558256,62,3.956604977664327,8643,48.85258874067375
Sensor_107,0.0005382259093809828,0.002488326857060044,0.008003206480561116,-0.00692675466179915,61,3.89278876834716,8704,49.19737734569296
Sensor_296,252.92614620293554,166.2853612447126,751.7822299370733,-245.92993753120223,61,3.89278876834716,8765,49.54216595071219
Sensor_363,0.0181914486279515,0.012133558417796618,0.05459212388134135,-0.018209226625438352,61,3.89278876834716,8826,49.88695455573141
Sensor_298,2340.8834834716013,2528.6545576207172,9926.847156333753,-5245.08018939055,60,3.8289725590299937,8886,50.226090888537186
Sensor_572,2.1018363114231016,0.2100745677200801,2.732060014583342,1.4716126082628613,60,3.8289725590299937,8946,50.56522722134298
Sensor_561,0.0724349712827058,0.04121553535682907,0.19608157735319304,-0.051211634787781415,59,3.765156349712827,9005,50.89871128193534
Sensor_497,29.611163433312058,17.99645825973932,83.60053821253001,-24.378211345905903,59,3.765156349712827,9064,51.232195342527696
Sensor_225,0.05873350350989151,0.040154083222376215,0.17919575317702016,-0.06172874615723714,59,3.765156349712827,9123,51.56567940312006
Sensor_413,30.86883911933631,13.788335801563367,72.23384652402642,-10.496168285353793,59,3.765156349712827,9182,51.89916346371242
Sensor_094,-0.0005400765794511806,0.002544201697417643,0.007092528512801748,-0.00817268167170411,59,3.765156349712827,9241,52.23264752430477
Sensor_252,0.004284811742182515,0.005862838872132099,0.02187332835857881,-0.013303704874213782,58,3.7013401403956605,9299,52.5604793126837
Sensor_297,1878.364532035737,1664.328795809444,6871.350919464069,-3114.6218553925946,58,3.7013401403956605,9357,52.88831110106263
Sensor_135,39.3894800893427,1.9164069930164944,45.13870106839218,33.640259110293215,58,3.7013401403956605,9415,53.21614288944156
Sensor_486,199.76150510529675,181.30406629575285,743.6737039925554,-344.1506937819618,58,3.7013401403956605,9473,53.543974677820486
Sensor_280,0.04105194639438418,0.016278939430993726,0.08988876468736536,-0.007784871898597001,57,3.6375239310784937,9530,53.866154193985984
Sensor_162,4064.996171027441,3572.17591460377,14781.523914838752,-6651.531572783869,57,3.6375239310784937,9587,54.18833371015148
Sensor_418,8.189890427568601,3.192215904459118,17.766538140945954,-1.386757285808752,57,3.6375239310784937,9644,54.51051322631698
Sensor_511,55.75230561582642,23.879877358405118,127.39193769104179,-15.887326459388937,57,3.6375239310784937,9701,54.83269274248248
Sensor_145,0.119992150606254,0.04812963642292329,0.26438105987502386,-0.02439675866251588,57,3.6375239310784937,9758,55.15487225864798
Sensor_104,-0.009789470325462667,0.00201240002536163,-0.0037522702493777774,-0.015826670401547557,56,3.5737077217613273,9814,55.47139950260005
Sensor_571,530.5236234205488,6.195384523065498,549.1097769897453,511.9374698513523,55,3.509891512444161,9869,55.78227447433869
Sensor_434,205.44986764518188,195.63772983976884,792.3630571644885,-381.4633218741247,55,3.509891512444161,9924,56.09314944607733
Sensor_432,22.350675941289087,15.828771919694212,69.83699170037173,-25.13563981779355,55,3.509891512444161,9979,56.404024417815954
Sensor_485,214.11707645181878,179.40654380995085,752.3367078816714,-324.1025549780338,55,3.509891512444161,10034,56.714899389554596
Sensor_096,5.979578813018507e-05,7.240518826481165e-05,0.00027701135292462,-0.00015741977666424987,54,3.446075303126994,10088,57.020122089079806
Sensor_160,882.3490746649649,632.8587085495866,2780.925200313725,-1016.227050983795,54,3.446075303126994,10142,57.325344788605015
Sensor_524,0.4538964262922782,0.6286292039165603,2.3397840380419592,-1.4319911854574028,54,3.446075303126994,10196,57.630567488130225
Sensor_477,20.116232418634333,10.459096673097653,51.49352243792729,-11.261057600658624,53,3.382259093809828,10249,57.930137915442
Sensor_550,0.6313568602425016,0.4348487473166491,1.9359031021924489,-0.6731893817074456,53,3.382259093809828,10302,58.22970834275378
Sensor_295,401.6575800255265,291.27915953370837,1275.4950586266516,-472.1798985755986,53,3.382259093809828,10355,58.52927877006556
Sensor_147,0.05500363752393108,0.01557849424381584,0.1017391202553786,0.008268154792483558,53,3.382259093809828,10408,58.828849197377345
Sensor_028,6.639427058072751,0.782940058241171,8.988247232796263,4.290606883349238,52,3.318442884492661,10460,59.12276735247569
Sensor_093,0.0005067645181876197,0.0026686321929657716,0.008512661097084933,-0.007499132060709695,51,3.2546266751754946,10511,59.41103323536061
Sensor_553,0.2636153158902361,0.1806747778592973,0.805639649468128,-0.2784090176876558,51,3.2546266751754946,10562,59.69929911824553
Sensor_106,-0.0004967453733248245,0.0026073227176797733,0.0073252227797144945,-0.008318713526364143,51,3.2546266751754946,10613,59.98756500113045
Sensor_492,2.4412037651563496,0.9717962260989287,5.356592443453136,-0.4741849131404363,50,3.190810465858328,10663,60.27017861180194
Sensor_024,-3806.3181768985323,1241.0864434163927,-83.05884664935411,-7529.577507147711,50,3.190810465858328,10713,60.55279222247344
Sensor_282,0.01509253350350989,0.0038656671467260854,0.026689534943688146,0.003495532063331634,50,3.190810465858328,10763,60.83540583314493
Sensor_211,0.08872539885130826,0.028545703015316618,0.1743625078972581,0.003088289805358399,50,3.190810465858328,10813,61.118019443816415
Sensor_220,0.003252074026802808,0.001302727280961568,0.007160255869687512,-0.000656107816081896,50,3.190810465858328,10863,61.400633054487905
Sensor_307,0.048620676451818765,0.02053306975353931,0.11021988571243668,-0.01297853280879916,50,3.190810465858328,10913,61.683246665159395
Sensor_390,0.0013383535417996171,0.0018049781255944132,0.006753287918582857,-0.004076580834983623,50,3.190810465858328,10963,61.965860275830885
Sensor_358,0.000998085513720485,0.0003743670914739636,0.0021211867881423757,-0.00012501576070140575,50,3.190810465858328,11013,62.248473886502374
Sensor_568,0.05809396936821953,0.024191682970571456,0.1306690182799339,-0.014481079543494847,49,3.1269942565411615,11062,62.52543522496043
Sensor_570,20.398270421186982,7.5300528235192905,42.98842889174485,-2.1918880493708883,49,3.1269942565411615,11111,62.8023965634185
Sensor_469,223.84322552648374,194.18999829035442,806.413220397547,-358.72676934457957,49,3.1269942565411615,11160,63.079357901876556
Sensor_213,0.051281493299298014,0.02463316214233309,0.12518097972629727,-0.022617993127701255,48,3.063178047223995,11208,63.35066696812118
Sensor_172,0.12005928525845565,0.051210564930300816,0.2736909800493581,-0.03357240953244679,48,3.063178047223995,11256,63.621976034365815
Sensor_215,0.08314792597319719,0.033701869514415374,0.18425353451644333,-0.01795768257004894,47,2.9993618379068283,11303,63.88763282839701
Sensor_083,0.006078557753669433,0.028354981295798123,0.0911435016410638,-0.07898638613372494,47,2.9993618379068283,11350,64.15328962242822
Sensor_023,2699.3332801531587,208.85953053811946,3325.9118717675174,2072.7546885388,47,2.9993618379068283,11397,64.41894641645942
Sensor_409,5.339596585832802,1.6520215709718034,10.295661298748211,0.3835318729173922,46,2.935545628589662,11443,64.6789509382772
Sensor_424,77.64559907466496,25.74165973184606,154.87057827020314,0.42061987912677523,46,2.935545628589662,11489,64.93895546009496
Sensor_474,39.4037068602425,17.89704203010788,93.09483295056614,-14.287419230081134,46,2.935545628589662,11535,65.19895998191274
Sensor_025,-298.31753841735804,2522.329555922394,7268.671129349824,-7865.30620618454,46,2.935545628589662,11581,65.4589645037305
Sensor_136,117.9323548181238,36.862109725279204,228.51868399396142,7.346025642286179,46,2.935545628589662,11627,65.71896902554826
Sensor_349,0.024673452456924063,0.00767500656685054,0.047698472157475684,0.0016484327563724421,46,2.935545628589662,11673,65.97897354736604
Sensor_146,0.06361499680918953,0.01884312473392933,0.12014437101097752,0.0070856226074015385,45,2.871729419272495,11718,66.23332579697038
Sensor_200,11.520714741544351,6.713851752216878,31.662269998194986,-8.620840515106282,45,2.871729419272495,11763,66.48767804657473
Sensor_443,1.3452071793235483,0.563663521371702,3.0361977434386542,-0.3457833847915577,45,2.871729419272495,11808,66.74203029617907
Sensor_059,4.593259157626037,0.055453656150648095,4.759620126077982,4.426898189174093,44,2.8079132099553283,11852,66.99073027356998
Sensor_040,118.67937555839183,1.0612999646748729,121.86327545241645,115.4954756643672,43,2.744097000638162,11895,67.23377797874745
Sensor_228,0.019121697511167837,0.007942832169415688,0.042950194019414904,-0.00470679899707923,43,2.744097000638162,11938,67.47682568392493
Sensor_429,4.209983918315252,3.237069814678949,13.9211933623521,-5.501225525721595,42,2.6802807913209956,11980,67.71422111688898
Sensor_004,1395.383474090619,329.1657569880348,2382.8807450547233,407.8862031265147,42,2.6802807913209956,12022,67.95161654985304
Sensor_351,0.02313465220165922,0.011078559912321225,0.0563703319386229,-0.010101027535304456,42,2.6802807913209956,12064,68.18901198281709
Sensor_065,20.53978273771538,4.130408424137026,32.93100801012646,8.148557465304304,42,2.6802807913209956,12106,68.42640741578114
Sensor_156,0.5059770261646458,0.3686222294684022,1.611843714569852,-0.5998896622405606,42,2.6802807913209956,12148,68.66380284874519
Sensor_566,0.1410694639438417,0.06090388734907567,0.3237811259910687,-0.04164219810338529,42,2.6802807913209956,12190,68.90119828170924
Sensor_366,0.005197766432673899,0.0019418629928534554,0.011023355411234264,-0.0006278225458864672,41,2.6164645820038293,12231,69.13294144245987
Sensor_353,0.023334971282705806,0.008581854659746566,0.0490805352619455,-0.0024105926965338927,41,2.6164645820038293,12272,69.36468460321049
Sensor_431,18.41226247606892,15.486194555401575,64.87084614227365,-28.046321190135803,41,2.6164645820038293,12313,69.59642776396112
Sensor_488,237.50745386088062,217.53265145648214,890.1054082303269,-415.09050050856575,40,2.5526483726866624,12353,69.8225186524983
Sensor_076,-0.006893809827696236,0.016739298298053495,0.04332408506646424,-0.05711170472185672,40,2.5526483726866624,12393,70.0486095410355
Sensor_369,0.003170197830248883,0.0013995317156236698,0.007368792977119893,-0.0010283973166221264,40,2.5526483726866624,12433,70.27470042957269
Sensor_368,0.0037710912571793237,0.0018358876117496809,0.009278754092428367,-0.001736571578069719,40,2.5526483726866624,12473,70.50079131810988
Sensor_556,57.19819151244416,26.57198570238128,136.914148619588,-22.517765594699675,40,2.5526483726866624,12513,70.72688220664706
Sensor_027,1.9385380982769624,0.08424674827676785,2.1912783431072658,1.685797853446659,39,2.488832163369496,12552,70.94732082297084
Sensor_542,9.61085041480536,2.211211934911189,16.244486219538928,2.977214610071794,39,2.488832163369496,12591,71.1677594392946
Sensor_026,1.2039457562220806,0.11690460177712562,1.5546595615534575,0.8532319508907037,39,2.488832163369496,12630,71.38819805561836
Sensor_270,3.7774860242501593,0.8841514157223989,6.429940271417356,1.1250317770829628,39,2.488832163369496,12669,71.60863667194212
Sensor_066,27.127927536694326,5.4202093693106175,43.38855564462618,10.867299428762475,39,2.488832163369496,12708,71.82907528826588
Sensor_082,-0.021129546904913848,0.015177972971748957,0.024404372010333023,-0.06666346582016072,39,2.488832163369496,12747,72.04951390458965
Sensor_037,49.41748934269304,0.4730385496770919,50.836604991724315,47.99837369366176,38,2.4250159540523293,12785,72.26430024869998
Sensor_035,50.58251971920868,0.473039229006458,52.001637406228056,49.16340203218931,38,2.4250159540523293,12823,72.4790865928103
Sensor_567,2.530656126356094,0.805505426709419,4.947172406484351,0.1141398462278369,38,2.4250159540523293,12861,72.69387293692064
Sensor_036,64.55553816209317,0.8281272927366107,67.039920040303,62.07115628388334,38,2.4250159540523293,12899,72.90865928103098
Sensor_003,2200.5519580089344,23.530240856226744,2271.1426805776146,2129.9612354402543,37,2.361199744735163,12936,73.11779335292788
Sensor_475,37.6155315571155,17.798654701412097,91.0114956613518,-15.780432547120789,37,2.361199744735163,12973,73.32692742482479
Sensor_455,7.8834487555839186,2.4341480190755687,15.185892812810625,0.5810046983572121,37,2.361199744735163,13010,73.53606149672169
Sensor_151,6.812615188257817,2.858299819751275,15.387514647511642,-1.7622842709960072,37,2.361199744735163,13047,73.74519556861858
Sensor_281,0.018032099553286534,0.004680126445839334,0.032072478890804536,0.003991720215768532,36,2.297383535417996,13083,73.94867736830206
Sensor_029,69.49909336311424,2.533162821662455,77.0985818281016,61.899604898126874,36,2.297383535417996,13119,74.15215916798553
Sensor_144,0.004167900446713465,0.0010188808275137455,0.007224542929254701,0.001111257964172229,36,2.297383535417996,13155,74.355640967669
Sensor_436,9.364514231014676,8.528314164923056,34.94945672578385,-16.220428263754492,36,2.297383535417996,13191,74.55912276735248
Sensor_077,-0.029382961072112315,0.02523963343387408,0.04633593922950992,-0.10510186137373455,36,2.297383535417996,13227,74.76260456703595
Sensor_271,29.25873726866624,6.098553198282655,47.55439686351421,10.963077673818276,36,2.297383535417996,13263,74.96608636671942
Sensor_565,6.22111678366305,2.08137460032789,12.46524058464672,-0.023007017320619383,35,2.2335673261008293,13298,75.16391589418946
Sensor_102,-7.211231652839822e-06,0.00018341892883345562,0.000543045554847527,-0.0005574680181532067,35,2.2335673261008293,13333,75.3617454216595
Sensor_212,0.05670051052967454,0.019279084354591816,0.11453776359345,-0.0011367425341009055,35,2.2335673261008293,13368,75.55957494912955
Sensor_064,13.986603988513084,4.692269628089816,28.063412872782532,-0.09020489575636503,35,2.2335673261008293,13403,75.75740447659959
Sensor_367,0.004813337587747288,0.001733139045134643,0.010012754723151218,-0.00038607954765664063,35,2.2335673261008293,13438,75.95523400406964
Sensor_356,0.0344643267389917,0.016302263072561437,0.08337111595667601,-0.01444246247869261,35,2.2335673261008293,13473,76.15306353153967
Sensor_095,-2.903637523931079e-05,0.00014922601740894725,0.00041864167698753095,-0.0004767144274661525,34,2.169751116783663,13507,76.34524078679628
Sensor_336,3.423427632418634,1.9811557996612412,9.366895031402358,-2.5200397665650893,34,2.169751116783663,13541,76.5374180420529
Sensor_461,29.195480248883218,11.283824262021867,63.046953034948814,-4.655992537182382,34,2.169751116783663,13575,76.72959529730952
Sensor_166,0.2519387364390555,0.16270900700162136,0.7400657574439196,-0.23618828456580854,33,2.105934907466496,13608,76.9161202803527
Sensor_164,0.14017868538608808,0.06843620644366549,0.34548730471708455,-0.0651299339449084,33,2.105934907466496,13641,77.10264526339589
Sensor_097,0.017076005105296745,0.18988682372761612,0.5867364762881451,-0.5525844660775516,33,2.105934907466496,13674,77.28917024643907
Sensor_291,0.12317089980855138,0.07798287863554433,0.3571195357151844,-0.11077773609808163,33,2.105934907466496,13707,77.47569522948226
Sensor_286,2.1193269623484365,0.8548525345778648,4.683884566082031,-0.4452306413851579,33,2.105934907466496,13740,77.66222021252544
Sensor_435,14.728155775366941,10.32408471690081,45.70040992606937,-16.24409837533549,33,2.105934907466496,13773,77.84874519556861
Sensor_408,1.2320366305041481,0.27406643161870603,2.054235925360266,0.40983733564803004,33,2.105934907466496,13806,78.03527017861181
Sensor_165,0.12789278876834717,0.08257022001213735,0.3756034488047592,-0.11981787126806487,33,2.105934907466496,13839,78.22179516165498
Sensor_300,0.06024097000638162,0.041473057797342464,0.18466014339840903,-0.06417820338564577,32,2.0421186981493302,13871,78.40266787248474
Sensor_301,0.11834077855775367,0.07995117886289324,0.3581943151464334,-0.12151275803092605,32,2.0421186981493302,13903,78.58354058331449
Sensor_350,0.02523305679642629,0.008228376946278634,0.04991818763526219,0.0005479259575903866,32,2.0421186981493302,13935,78.76441329414425
Sensor_416,6.626559604339502,2.091414578861082,12.90080334092275,0.3523158677562561,32,2.0421186981493302,13967,78.94528600497401
Sensor_299,0.06379042756860243,0.03246684872693677,0.1611909737494127,-0.033610118612207876,32,2.0421186981493302,13999,79.12615871580375
Sensor_229,0.01784141671984684,0.007369931070713659,0.039951209931987815,-0.004268376492294133,32,2.0421186981493302,14031,79.30703142663351
Sensor_437,7.5072051052967455,7.987385476391039,31.46936153446986,-16.454951323876372,32,2.0421186981493302,14063,79.48790413746326
Sensor_045,10.031167358008934,0.15106218807459948,10.484353922232733,9.577980793785136,31,1.9783024888321634,14094,79.66312457607958
Sensor_468,6.250540970006381,2.898275126128819,14.945366348392838,-2.444284408380075,31,1.9783024888321634,14125,79.8383450146959
Sensor_414,25.56482354818124,16.10904487423349,73.89195817088171,-22.76231107451923,31,1.9783024888321634,14156,80.01356545331222
Sensor_101,-2.1186981493299304e-05,0.0003043395559903264,0.00089183168647768,-0.0009342056494642785,31,1.9783024888321634,14187,80.18878589192856
Sensor_223,0.0088211869814933,0.011908643786853619,0.04454711834205415,-0.026904744379067556,31,1.9783024888321634,14218,80.36400633054488
Sensor_569,2.3735453733248244,0.7905032019057453,4.74505497904206,0.00203576760758839,31,1.9783024888321634,14249,80.5392267691612
Sensor_196,0.2870127632418634,0.13229090242112987,0.6838854705052531,-0.10985994402152621,31,1.9783024888321634,14280,80.71444720777752
Sensor_317,5.976884173580089,0.842931294892349,8.505678058257136,3.448090288903042,31,1.9783024888321634,14311,80.88966764639385
Sensor_584,0.015316783663050412,0.005413519107270635,0.03155734098486232,-0.0009237736587614943,30,1.9144862795149968,14341,81.05923581279674
Sensor_103,0.0011103382259093813,0.054653123103538856,0.16506970753652594,-0.16284903108470716,30,1.9144862795149968,14371,81.22880397919964
Sensor_002,2495.8661104020425,75.14231950218742,2721.2930689086047,2270.4391518954803,30,1.9144862795149968,14401,81.39837214560254
Sensor_108,-0.0017591576260370136,0.07973860538210013,0.23745665852026338,-0.2409749737723374,30,1.9144862795149968,14431,81.56794031200543
Sensor_457,12.325063305679642,4.502316003641206,25.83201131660326,-1.1818847052439772,30,1.9144862795149968,14461,81.73750847840832
Sensor_361,0.0029448627951499684,0.0040116097388657925,0.014979692011747345,-0.00908996642144741,30,1.9144862795149968,14491,81.90707664481121
Sensor_099,-0.01807319719208679,0.3755277823066402,1.1085101497278336,-1.1446565441120073,30,1.9144862795149968,14521,82.07664481121411
Sensor_445,0.8950476707083598,0.14201759689501192,1.3211004613933954,0.468994880023324,30,1.9144862795149968,14551,82.246212977617
Sensor_063,116.50121640076578,6.337725820403431,135.5143938619761,97.4880389395555,30,1.9144862795149968,14581,82.41578114401989
Sensor_586,3.067628430121251,1.09063731284476,6.3395403686555305,-0.20428350841302878,29,1.8506700701978303,14610,82.57969703820936
Sensor_495,0.9564419910657307,1.3155381307573166,4.903056383337681,-2.990172401206219,29,1.8506700701978303,14639,82.74361293239882
Sensor_121,6.310863050414805,0.10760780957039211,6.6336864791259815,5.988039621703629,29,1.8506700701978303,14668,82.90752882658829
Sensor_218,0.07148321633694958,0.032542027843446286,0.16910929986728845,-0.026142867193389277,29,1.8506700701978303,14697,83.07144472077775
Sensor_563,262.99838289725585,5.8674118909812245,280.6006185701995,245.3961472243122,28,1.7868538608806637,14725,83.22970834275378
Sensor_062,10.423194830887045,0.24774558888798315,11.166431597550995,9.679958064223095,28,1.7868538608806637,14753,83.38797196472983
Sensor_202,7.834537332482451,3.447449344673605,18.176885366503267,-2.5078107015383644,28,1.7868538608806637,14781,83.54623558670585
Sensor_092,0.0024305041480536054,0.07901008124779219,0.23946074789143015,-0.23459973959532296,28,1.7868538608806637,14809,83.7044992086819
Sensor_278,2.2096040842373963,0.6542112193509235,4.172237742290167,0.24697042618462572,28,1.7868538608806637,14837,83.86276283065793
Sensor_022,-5618.2721761327375,451.6637342282366,-4263.280973448028,-6973.263378817447,28,1.7868538608806637,14865,84.02102645263396
Sensor_033,85.33733978940651,1.2206267605952736,88.99922007119234,81.67545950762069,27,1.723037651563497,14892,84.17363780239656
Sensor_319,3.1885855137204855,0.9549350447904498,6.053390648091835,0.3237803793491363,27,1.723037651563497,14919,84.32624915215918
Sensor_481,75.51858927887683,30.47753508736176,166.9511945409621,-15.914015983208444,27,1.723037651563497,14946,84.47886050192177
Sensor_547,1.018304275686024,0.32068223916016775,1.9803509931665273,0.05625755820552092,27,1.723037651563497,14973,84.63147185168438
Sensor_302,0.9100824505424379,0.2697500294376059,1.7193325388552556,0.10083236222962011,26,1.6592214422463305,14999,84.77843092923355
Sensor_321,0.04310283982131462,0.015623556425097143,0.08997350909660605,-0.003767829453976815,25,1.595405232929164,15024,84.9197377345693
Sensor_109,-0.010790172303765156,0.08195531371430126,0.2350757688391386,-0.25665611344666894,25,1.595405232929164,15049,85.06104453990504
Sensor_020,12.481152456924061,0.09197394998324326,12.757074306873792,12.20523060697433,24,1.5315890236119976,15073,85.19669907302736
Sensor_011,0.00014607530312699425,0.00834759925002038,0.025188873053188135,-0.024896722446934146,24,1.5315890236119976,15097,85.33235360614967
Sensor_426,6.79242239948947,4.117407418729564,19.144644655678164,-5.559799856699223,24,1.5315890236119976,15121,85.46800813927199
Sensor_585,0.0038463943841735805,0.0010989850819271218,0.007143349629954946,0.0005494391383922149,24,1.5315890236119976,15145,85.6036626723943
Sensor_054,4.592978940650926,0.035156426908689115,4.698448221376993,4.487509659924858,24,1.5315890236119976,15169,85.73931720551661
Sensor_034,8.960156987874921,0.5732949965127759,10.680041977413248,7.240271998336594,24,1.5315890236119976,15193,85.87497173863893
Sensor_279,0.0011173580089342693,0.00026765577022363525,0.001920325319605175,0.0003143906982633635,24,1.5315890236119976,15217,86.01062627176125
