capteur,correlation_avec_fail,correlation_abs
Sensor_079,-0.04358105754015697,0.04358105754015697
Sensor_144,-0.0434574518026535,0.0434574518026535
Sensor_352,0.04343748976742743,0.04343748976742743
Sensor_147,-0.043425497261892126,0.043425497261892126
Sensor_182,-0.04332135039744264,0.04332135039744264
Sensor_103,-0.04320761459141369,0.04320761459141369
Sensor_176,0.04290743678217057,0.04290743678217057
Sensor_418,-0.04256452350938037,0.04256452350938037
Sensor_485,-0.04223220661394932,0.04223220661394932
Sensor_417,-0.04192896189002798,0.04192896189002798
Sensor_228,0.0417845278787779,0.0417845278787779
Sensor_454,-0.04164899256032882,0.04164899256032882
Sensor_447,0.041570194640046784,0.041570194640046784
Sensor_038,0.04132145344485486,0.04132145344485486
Sensor_335,0.04100628590482619,0.04100628590482619
Sensor_199,0.03989457270921742,0.03989457270921742
Sensor_480,0.03981810131182218,0.03981810131182218
Sensor_337,0.03968936947868497,0.03968936947868497
Sensor_318,-0.03968522885979997,0.03968522885979997
Sensor_325,0.03968439542417929,0.03968439542417929
Sensor_068,0.03958448365137025,0.03958448365137025
Sensor_563,-0.03955574938949781,0.03955574938949781
Sensor_311,0.03950299028063099,0.03950299028063099
Sensor_067,-0.039007408643761,0.039007408643761
Sensor_105,-0.03885235904177318,0.03885235904177318
Sensor_361,0.03860772369792319,0.03860772369792319
Sensor_570,0.038571287588599824,0.038571287588599824
Sensor_471,0.03850057288531076,0.03850057288531076
Sensor_280,-0.03828414943105046,0.03828414943105046
Sensor_145,-0.0382792191490195,0.0382792191490195
Sensor_446,0.03774036986806665,0.03774036986806665
Sensor_031,0.03738376991535317,0.03738376991535317
Sensor_175,0.03718042338334272,0.03718042338334272
Sensor_173,0.03716179964886595,0.03716179964886595
Sensor_196,0.03683899058586665,0.03683899058586665
Sensor_444,0.03674990479547565,0.03674990479547565
Sensor_522,0.03672233178013511,0.03672233178013511
Sensor_171,0.036632380830407256,0.036632380830407256
Sensor_468,0.03624282703000101,0.03624282703000101
Sensor_319,-0.03562259231396729,0.03562259231396729
Sensor_279,-0.035588274452240526,0.035588274452240526
Sensor_588,0.035423224600047536,0.035423224600047536
Sensor_208,0.03540530109871029,0.03540530109871029
Sensor_026,-0.035383028518936155,0.035383028518936155
Sensor_495,0.03518179049884558,0.03518179049884558
Sensor_378,-0.03491022937301685,0.03491022937301685
Sensor_333,0.03483202861488302,0.03483202861488302
Sensor_332,0.03474330161082774,0.03474330161082774
Sensor_575,-0.034713496571736585,0.034713496571736585
Sensor_336,0.034674124014712086,0.034674124014712086
Sensor_566,0.03466666531677757,0.03466666531677757
Sensor_341,0.03465059293876842,0.03465059293876842
Sensor_568,0.0342030546853616,0.0342030546853616
Sensor_011,0.03363013803474719,0.03363013803474719
Sensor_455,-0.03332025140236262,0.03332025140236262
Sensor_442,0.03324791976988765,0.03324791976988765
Sensor_360,0.03307690382551902,0.03307690382551902
Sensor_012,-0.032659558333350415,0.032659558333350415
Sensor_573,-0.03223339478167696,0.03223339478167696
Sensor_215,-0.03219850233228098,0.03219850233228098
Sensor_129,0.03205291083678731,0.03205291083678731
Sensor_081,-0.031792511009710346,0.031792511009710346
Sensor_223,0.03129439180688462,0.03129439180688462
Sensor_183,-0.031243803574126174,0.031243803574126174
Sensor_589,0.031207012889690463,0.031207012889690463
Sensor_010,-0.031180238780223822,0.031180238780223822
Sensor_094,0.03109157680224237,0.03109157680224237
Sensor_344,0.03088988330059445,0.03088988330059445
Sensor_273,0.030847388246645915,0.030847388246645915
Sensor_020,0.03058571788229912,0.03058571788229912
Sensor_364,0.030440052815280765,0.030440052815280765
Sensor_088,-0.030421776324155055,0.030421776324155055
Sensor_205,0.030376664574684048,0.030376664574684048
Sensor_135,-0.03032713912997258,0.03032713912997258
Sensor_090,0.030309470912580308,0.030309470912580308
Sensor_419,-0.030155025778888966,0.030155025778888966
Sensor_340,0.029923474077209685,0.029923474077209685
Sensor_500,-0.029762477808750208,0.029762477808750208
Sensor_138,0.02958872604823969,0.02958872604823969
Sensor_411,0.02928127530628598,0.02928127530628598
Sensor_486,-0.029160123361482392,0.029160123361482392
Sensor_202,0.029054495750791835,0.029054495750791835
Sensor_477,0.028827101501334714,0.028827101501334714
Sensor_107,-0.02870003473120774,0.02870003473120774
Sensor_577,-0.02848763483288727,0.02848763483288727
Sensor_271,-0.028203503713227336,0.028203503713227336
Sensor_048,0.028096589161644064,0.028096589161644064
Sensor_028,-0.028081470654315047,0.028081470654315047
Sensor_009,0.028022193649954525,0.028022193649954525
Sensor_076,0.02782990488145007,0.02782990488145007
Sensor_136,-0.027270235125891475,0.027270235125891475
Sensor_409,-0.02717306869938316,0.02717306869938316
Sensor_272,0.026910749859759876,0.026910749859759876
Sensor_089,0.02686462315736873,0.02686462315736873
Sensor_156,-0.026475053137260122,0.026475053137260122
Sensor_429,-0.026468214815350923,0.026468214815350923
Sensor_498,0.026320224957659195,0.026320224957659195
Sensor_562,0.026199413940066432,0.026199413940066432
Sensor_487,0.02615713154202067,0.02615713154202067
Sensor_240,-0.025751957470583568,0.025751957470583568
Sensor_289,0.02526970597346272,0.02526970597346272
Sensor_001,-0.02509978933424239,0.02509978933424239
Sensor_274,0.025070979116425775,0.025070979116425775
Sensor_102,-0.025023745949972004,0.025023745949972004
Sensor_087,0.02497447111136843,0.02497447111136843
Sensor_542,0.02488530733072814,0.02488530733072814
Sensor_084,-0.024499357041477262,0.024499357041477262
Sensor_303,0.024440447631323386,0.024440447631323386
Sensor_239,0.024214776317083454,0.024214776317083454
Sensor_560,0.02412859495661844,0.02412859495661844
Sensor_004,-0.02401367299035402,0.02401367299035402
Sensor_021,0.02325291305715759,0.02325291305715759
Sensor_407,0.023251721158451158,0.023251721158451158
Sensor_082,0.023224798526756057,0.023224798526756057
Sensor_559,0.023197778915513802,0.023197778915513802
Sensor_045,-0.023182491170251503,0.023182491170251503
Sensor_119,-0.02317433463363981,0.02317433463363981
Sensor_345,-0.023048790558250938,0.023048790558250938
Sensor_425,-0.02280529730727692,0.02280529730727692
Sensor_209,-0.02276218084542571,0.02276218084542571
Sensor_484,-0.02263281962619328,0.02263281962619328
Sensor_152,-0.022363965934548178,0.022363965934548178
Sensor_168,0.022237099080889142,0.022237099080889142
Sensor_556,0.022117900892023888,0.022117900892023888
Sensor_545,0.021976507200736246,0.021976507200736246
Sensor_308,0.02186187361698561,0.02186187361698561
Sensor_310,0.021838140759617885,0.021838140759617885
Sensor_154,0.02175659968390562,0.02175659968390562
Sensor_222,0.021608883820126663,0.021608883820126663
Sensor_527,-0.0215362732688578,0.0215362732688578
Sensor_255,-0.02150885777690822,0.02150885777690822
Sensor_353,-0.021376313811896076,0.021376313811896076
Sensor_393,-0.021268083768762797,0.021268083768762797
Sensor_408,0.021153567252120243,0.021153567252120243
Sensor_287,-0.021145155714127634,0.021145155714127634
Sensor_226,0.02099469610279681,0.02099469610279681
Sensor_306,0.020830604889469806,0.020830604889469806
Sensor_099,-0.02073814213646148,0.02073814213646148
Sensor_377,0.02071588152367431,0.02071588152367431
Sensor_427,0.02059663719514513,0.02059663719514513
Sensor_440,-0.020514591944378404,0.020514591944378404
Sensor_044,-0.020419476369320216,0.020419476369320216
Sensor_490,0.020280663315265877,0.020280663315265877
Sensor_121,-0.020277002721614885,0.020277002721614885
Sensor_162,-0.020270580294273293,0.020270580294273293
Sensor_561,0.02009626713729707,0.02009626713729707
Sensor_389,0.019722549919637653,0.019722549919637653
Sensor_058,-0.01948362573596294,0.01948362573596294
Sensor_354,-0.019472243541222137,0.019472243541222137
Sensor_494,0.019420208196440802,0.019420208196440802
Sensor_572,-0.01935328737731454,0.01935328737731454
Sensor_416,-0.01908666880471994,0.01908666880471994
Sensor_564,-0.01898524748328616,0.01898524748328616
Sensor_063,-0.0189779325845217,0.0189779325845217
Sensor_216,-0.018665072355084175,0.018665072355084175
Sensor_312,-0.018594900689292145,0.018594900689292145
Sensor_025,-0.018128527233541438,0.018128527233541438
Sensor_270,0.018117141927535257,0.018117141927535257
Sensor_061,-0.018109843545305742,0.018109843545305742
Sensor_132,0.01801804967153334,0.01801804967153334
Sensor_030,0.017178407171696403,0.017178407171696403
Sensor_540,-0.01690684129306614,0.01690684129306614
Sensor_118,-0.016719907915631313,0.016719907915631313
Sensor_297,-0.016545520183078345,0.016545520183078345
Sensor_217,0.016263043855077236,0.016263043855077236
Sensor_225,0.016090717391649013,0.016090717391649013
Sensor_007,0.016085416681765222,0.016085416681765222
Sensor_049,-0.015268183867790344,0.015268183867790344
Sensor_108,-0.015266612745905829,0.015266612745905829
Sensor_143,-0.015168671842572526,0.015168671842572526
Sensor_051,-0.015157644632325669,0.015157644632325669
Sensor_439,0.01515244300897605,0.01515244300897605
Sensor_475,0.015019552806882223,0.015019552806882223
Sensor_268,-0.014919403895133384,0.014919403895133384
Sensor_501,0.01488317756616847,0.01488317756616847
Sensor_219,-0.014793056078561639,0.014793056078561639
Sensor_448,-0.014786683972808324,0.014786683972808324
Sensor_363,0.014761677954538447,0.014761677954538447
Sensor_358,0.014383102943571565,0.014383102943571565
Sensor_492,0.01432031485894587,0.01432031485894587
Sensor_177,-0.014310421025584743,0.014310421025584743
Sensor_420,0.014289511195097531,0.014289511195097531
Sensor_291,-0.014287942587158903,0.014287942587158903
Sensor_055,0.014198261178655075,0.014198261178655075
Sensor_426,0.013890803257134486,0.013890803257134486
Sensor_523,0.013676636717829161,0.013676636717829161
Sensor_005,-0.01363332500080524,0.01363332500080524
Sensor_203,0.01356453160318897,0.01356453160318897
Sensor_276,-0.013494690305214321,0.013494690305214321
Sensor_141,-0.013491632909490453,0.013491632909490453
Sensor_410,0.013375170799302503,0.013375170799302503
Sensor_443,-0.013372720588206261,0.013372720588206261
Sensor_083,-0.01313643883351272,0.01313643883351272
Sensor_547,-0.012980539297892628,0.012980539297892628
Sensor_117,-0.01291157683814081,0.01291157683814081
Sensor_008,0.0128913116755566,0.0128913116755566
Sensor_406,-0.01287344979291191,0.01287344979291191
Sensor_024,0.012850031651088695,0.012850031651088695
Sensor_367,0.012830923592464304,0.012830923592464304
Sensor_220,0.0124856022623674,0.0124856022623674
Sensor_218,0.012455537416649013,0.012455537416649013
Sensor_062,0.01238946087538099,0.01238946087538099
Sensor_036,-0.012254352585087731,0.012254352585087731
Sensor_286,-0.012216270806050165,0.012216270806050165
Sensor_151,-0.011993597294085272,0.011993597294085272
Sensor_256,-0.011729853125930204,0.011729853125930204
Sensor_526,0.011729615924885157,0.011729615924885157
Sensor_254,0.011669004774297394,0.011669004774297394
Sensor_481,-0.011424012137362018,0.011424012137362018
Sensor_137,0.011366060291500836,0.011366060291500836
Sensor_170,-0.011276354746883406,0.011276354746883406
Sensor_229,0.011127051809715975,0.011127051809715975
Sensor_528,-0.010425051989558298,0.010425051989558298
Sensor_524,-0.010401444007866486,0.010401444007866486
Sensor_390,-0.010371820228418448,0.010371820228418448
Sensor_252,-0.010314764321656386,0.010314764321656386
Sensor_283,0.010053638949359614,0.010053638949359614
Sensor_356,0.009925972423946685,0.009925972423946685
Sensor_357,-0.009884771832501811,0.009884771832501811
Sensor_474,0.009774640403459309,0.009774640403459309
Sensor_322,-0.009760265584649859,0.009760265584649859
Sensor_018,-0.00974606106360166,0.00974606106360166
Sensor_488,-0.009563630274861524,0.009563630274861524
Sensor_097,-0.009511025643107435,0.009511025643107435
Sensor_047,-0.009409904618915254,0.009409904618915254
Sensor_092,0.009383746472430815,0.009383746472430815
Sensor_278,-0.009354057696499916,0.009354057696499916
Sensor_056,-0.009106724383112821,0.009106724383112821
Sensor_369,0.009024152399793817,0.009024152399793817
Sensor_413,0.008992887285317216,0.008992887285317216
Sensor_186,-0.008987332749397349,0.008987332749397349
Sensor_569,0.008918985872640808,0.008918985872640808
Sensor_249,0.008911648540406563,0.008911648540406563
Sensor_483,-0.008860215679294087,0.008860215679294087
Sensor_019,-0.008782222394995312,0.008782222394995312
Sensor_085,-0.008427811624116632,0.008427811624116632
Sensor_046,0.00835467796812076,0.00835467796812076
Sensor_458,-0.00832820039800094,0.00832820039800094
Sensor_093,-0.008262598643258007,0.008262598643258007
Sensor_387,0.008212251897136825,0.008212251897136825
Sensor_148,0.008056814577078806,0.008056814577078806
Sensor_521,0.007690963088901644,0.007690963088901644
Sensor_355,-0.007595127435442771,0.007595127435442771
Sensor_549,0.007435896340139002,0.007435896340139002
Sensor_304,0.0074179015214068484,0.0074179015214068484
Sensor_305,-0.007402920642042873,0.007402920642042873
Sensor_174,-0.0073275860618893735,0.0073275860618893735
Sensor_441,-0.007244308574859394,0.007244308574859394
Sensor_169,0.007134473670925601,0.007134473670925601
Sensor_269,0.007094002262785672,0.007094002262785672
Sensor_421,0.0069964375310394835,0.0069964375310394835
Sensor_251,0.006964152041299167,0.006964152041299167
Sensor_339,0.006929552596254089,0.006929552596254089
Sensor_054,0.006831356480732192,0.006831356480732192
Sensor_163,-0.006826775109791581,0.006826775109791581
Sensor_391,-0.006804751502660939,0.006804751502660939
Sensor_207,-0.006737497665674088,0.006737497665674088
Sensor_075,-0.0067374976656740864,0.0067374976656740864
Sensor_479,-0.006737497665674083,0.006737497665674083
Sensor_343,-0.006737497665674082,0.006737497665674082
Sensor_210,-0.006737497665674075,0.006737497665674075
Sensor_348,-0.006737497665674066,0.006737497665674066
Sensor_445,-0.0067225850113581545,0.0067225850113581545
Sensor_491,-0.00668423193826494,0.00668423193826494
Sensor_284,-0.006671584364893933,0.006671584364893933
Sensor_253,-0.006634288784790142,0.006634288784790142
Sensor_460,0.006457404227424691,0.006457404227424691
Sensor_414,-0.006107754436784145,0.006107754436784145
Sensor_584,0.005995845968221356,0.005995845968221356
Sensor_541,0.005955152730480825,0.005955152730480825
Sensor_052,0.005932008101590293,0.005932008101590293
Sensor_013,-0.005924800097084045,0.005924800097084045
Sensor_525,-0.005837365699705685,0.005837365699705685
Sensor_078,0.0057882253495873705,0.0057882253495873705
Sensor_324,0.00572219638414104,0.00572219638414104
Sensor_188,0.0057058701697554216,0.0057058701697554216
Sensor_120,0.005612002064796377,0.005612002064796377
Sensor_149,-0.005593322599613162,0.005593322599613162
Sensor_565,0.005453908366833372,0.005453908366833372
Sensor_585,0.005429910770820879,0.005429910770820879
Sensor_422,-0.005184987609433626,0.005184987609433626
Sensor_586,0.0050491288018569055,0.0050491288018569055
Sensor_362,-0.004970889773975545,0.004970889773975545
Sensor_298,-0.0049615247014844965,0.0049615247014844965
Sensor_288,-0.004785712016207361,0.004785712016207361
Sensor_567,-0.004737877378766867,0.004737877378766867
Sensor_153,-0.004594001654139851,0.004594001654139851
Sensor_275,-0.004584789490813441,0.004584789490813441
Sensor_497,-0.004471951911183751,0.004471951911183751
Sensor_351,0.004397913102391291,0.004397913102391291
Sensor_392,0.004288145105008442,0.004288145105008442
Sensor_587,0.0041696342818486765,0.0041696342818486765
Sensor_140,-0.004077400036585034,0.004077400036585034
Sensor_553,0.0039857813647762195,0.0039857813647762195
Sensor_213,0.0037721146815318934,0.0037721146815318934
Sensor_433,0.003701116312435751,0.003701116312435751
Sensor_178,-0.003569617944338397,0.003569617944338397
Sensor_496,-0.0035320227080470113,0.0035320227080470113
Sensor_449,-0.0034851725381780324,0.0034851725381780324
Sensor_172,0.0034240928777522174,0.0034240928777522174
Sensor_307,0.003368167073696816,0.003368167073696816
Sensor_394,-0.003345880040011988,0.003345880040011988
Sensor_550,0.00330941516019001,0.00330941516019001
Sensor_321,0.0032990329786535826,0.0032990329786535826
Sensor_185,0.003203272842194885,0.003203272842194885
Sensor_313,-0.0030749514669191225,0.0030749514669191225
Sensor_042,0.002966707797414831,0.002966707797414831
Sensor_016,-0.002858728344354729,0.002858728344354729
Sensor_368,-0.002849429437043826,0.002849429437043826
Sensor_095,-0.0026590113377510725,0.0026590113377510725
Sensor_590,-0.0026030221333999378,0.0026030221333999378
Sensor_037,-0.002562836489926447,0.002562836489926447
Sensor_035,0.002562745972789627,0.002562745972789627
Sensor_290,-0.002551694234420225,0.002551694234420225
Sensor_002,-0.0025418624592858405,0.0025418624592858405
Sensor_017,0.002367961898623519,0.002367961898623519
Sensor_157,0.002153564138167663,0.002153564138167663
Sensor_040,-0.002100319175850701,0.002100319175850701
Sensor_072,-0.001984027660297823,0.001984027660297823
Sensor_571,-0.001656158542660367,0.001656158542660367
Sensor_309,-0.0016303423988352106,0.0016303423988352106
Sensor_155,0.0015825358005590695,0.0015825358005590695
Sensor_114,0.0013283582277305982,0.0013283582277305982
Sensor_473,0.0012101405358572134,0.0012101405358572134
Sensor_224,-0.0010682238600341328,0.0010682238600341328
Sensor_003,-0.000999262649421063,0.000999262649421063
Sensor_457,0.0008828117923533726,0.0008828117923533726
Sensor_428,0.0007698081611048958,0.0007698081611048958
Sensor_109,0.0007101277602853395,0.0007101277602853395
Sensor_133,0.0005230588329687473,0.0005230588329687473
Sensor_106,0.00037029650684570434,0.00037029650684570434
Sensor_430,0.00027542522353006955,0.00027542522353006955
Sensor_292,7.251140979173287e-06,7.251140979173287e-06
